file_path,word,speaker,session_id,mfcc_0_mean,mfcc_0_std,mfcc_0_max,mfcc_0_min,mfcc_1_mean,mfcc_1_std,mfcc_1_max,mfcc_1_min,mfcc_2_mean,mfcc_2_std,mfcc_2_max,mfcc_2_min,mfcc_3_mean,mfcc_3_std,mfcc_3_max,mfcc_3_min,mfcc_4_mean,mfcc_4_std,mfcc_4_max,mfcc_4_min,mfcc_5_mean,mfcc_5_std,mfcc_5_max,mfcc_5_min,mfcc_6_mean,mfcc_6_std,mfcc_6_max,mfcc_6_min,mfcc_7_mean,mfcc_7_std,mfcc_7_max,mfcc_7_min,mfcc_delta_0_mean,mfcc_delta_0_std,mfcc_delta_1_mean,mfcc_delta_1_std,mfcc_delta_2_mean,mfcc_delta_2_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_rolloff_mean,mel_0_mean,mel_1_mean,mel_2_mean,mel_3_mean,mel_4_mean,f0_mean,f0_std,f0_range,voicing_ratio,rms_mean,rms_std,zcr_mean,signal_mean,signal_std,signal_max,duration,word_length,difficult_chars_count,word_difficulty_ratio,speaker_encoded
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\19.wav,اثنين,هيفاء,هيفاء_اثنين,-294.5245,170.98645,-81.61301,-532.4026,68.14873,49.87533,156.52054,-10.155611,-7.5784,29.63055,60.67336,-50.291824,24.8976,24.862867,70.41077,-2.3082802,-34.361206,28.862658,13.2947235,-80.72609,5.076698,5.321168,16.702618,-5.1843615,-44.814964,26.562893,-4.378289,-86.911224,3.0145216,9.866058,19.500122,-17.137451,0.23613709,45.49643,-0.29163983,12.639024,-0.5277283,6.861168,3078.5807013753274,1562.8241752169288,2185.769951858041,5501.302734375,-6.2128987,-9.513292,-19.29845,-25.259502,-26.97224,222.25184280906578,79.83186267531973,228.22041619171006,1.0,0.124169,0.124542564,0.23310546875,-7.0904225e-06,0.17806348,1.0,0.5662585034013605,5,1,0.2,3
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\2.wav,اثنين,أحمد,أحمد_اثنين,-262.6297,125.78348,-111.22102,-486.48798,52.46458,27.612299,104.13393,-5.169395,-33.818302,28.614847,27.943108,-78.68503,53.40246,36.11254,97.374016,-4.9266787,-17.045507,21.593136,19.601711,-53.408737,4.921628,13.49389,31.413664,-15.004505,-20.387749,13.162722,-0.108514085,-44.26721,-27.9516,15.503641,5.0935593,-46.7094,4.190257,31.355042,1.3644122,7.0298004,-2.5370128,7.0659776,2617.7430598292963,1156.5027802090376,1968.5976559332487,4933.588115985577,3.2538505,-7.4463906,-19.513016,-18.02652,-14.682295,230.59760359854442,83.97432806127159,251.5698201035836,1.0,0.18970276,0.17540075,0.14905724158653846,4.509166e-06,0.25978392,1.0,0.5971428571428572,5,1,0.2,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\20.wav,اثنين,هيفاء,هيفاء_اثنين,-281.71292,164.62175,-105.60923,-519.04034,81.58006,58.348537,159.52512,-6.462446,-42.982105,39.426517,18.567749,-106.12698,3.7851136,14.165825,26.631384,-32.556023,-37.121418,22.79835,-0.004205629,-63.21432,-14.926564,13.894282,5.827156,-42.196114,-38.38281,25.100325,-1.6961414,-83.6434,-5.1372404,8.648241,9.854147,-20.93292,2.1602392,42.144108,0.3523311,15.260344,-1.0743743,8.575047,2679.8346391251625,1738.9128457851182,1710.4976134211959,4351.302083333333,-10.967043,-6.4498615,-10.733623,-18.323185,-19.478638,211.7651087531523,88.89953192347289,248.50287004746326,1.0,0.16323073,0.15818723,0.2201605902777778,3.3788886e-06,0.22948146,0.95812994,0.6151020408163266,5,1,0.2,3
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\21.wav,اثنين,أسيل,أسيل_اثنين,-341.4337,143.94144,-114.20448,-546.7395,41.895023,32.287888,94.528564,-30.21425,-32.705475,45.01741,31.5299,-104.70967,36.83284,26.446709,84.60397,-2.7223508,-33.863495,32.391506,11.86563,-87.27348,-11.400855,17.988247,45.332687,-37.8974,-48.9132,32.58157,1.8395712,-94.9905,-17.62441,13.619503,4.807833,-45.54339,-6.5852313,17.751049,-0.53080416,6.1014028,0.9272853,6.61482,2926.6965898778326,1194.25767429771,2086.4329432863997,5643.282542509191,-14.308084,-11.178094,-19.983137,-30.408796,-23.791658,219.31026851976213,65.46914491568182,242.15321015020692,1.0,0.07570645,0.09828082,0.18143956801470587,4.097003e-06,0.12592736,0.94735706,0.7662585034013606,5,1,0.2,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\22.wav,اثنين,أسيل,أسيل_اثنين,-335.3697,151.31886,-108.67049,-511.4925,37.9394,39.83076,125.241,-5.507678,-38.368793,33.589108,0.74138016,-96.07672,21.0741,31.708307,83.46336,-32.30975,-27.233343,28.176668,9.538089,-74.54303,-5.4723973,18.457674,35.01007,-38.701622,-34.054058,30.286312,2.3593256,-77.27646,-14.226682,13.424741,0.94834757,-42.67285,-0.63541764,20.737303,0.0062614167,7.9231286,0.42080992,6.301495,3640.346230050701,1656.6434144874545,1842.0035191581733,5683.612060546875,-21.652523,-19.760181,-25.24097,-29.722427,-24.680315,179.4434438610194,93.92380746814916,252.05479452054794,1.0,0.07648349,0.12266248,0.29964773995535715,-6.6344146e-06,0.14494614,1.0,1.2932879818594105,5,1,0.2,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\23.wav,اثنين,أسيل,أسيل_اثنين,-244.88387,133.94968,-104.84705,-529.2596,45.34597,37.160603,99.29811,-49.476025,-65.23544,27.261131,-16.80817,-111.358215,57.46434,25.009117,92.25415,0.8262112,-45.82457,43.039574,39.589714,-95.08919,-19.914005,16.330751,21.548595,-52.04561,-57.664524,18.994608,-16.307114,-80.72547,-9.941132,13.994269,24.948769,-33.21953,-8.74683,32.31929,-0.7386831,9.0269575,0.319354,6.0510445,2668.330374613778,574.5248487638976,1796.5832042537602,4700.863882211538,-4.8587794,-1.4285314,-9.295324,-20.85493,-8.855694,218.4573194187451,78.23570057197338,234.9977190562195,1.0,0.13193326,0.11571381,0.15375225360576922,-5.6664658e-06,0.17735764,1.0,0.5910657596371882,5,1,0.2,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\25.wav,اثنين,أسيل,أسيل_اثنين,-337.05603,180.966,-91.09045,-554.04034,28.02578,44.01265,113.14762,-57.433533,-57.351204,42.30119,0.89235145,-118.617004,37.957245,32.459896,86.56041,-10.113859,-28.8276,37.683807,33.536488,-87.32472,-6.587848,18.254057,41.743782,-40.490982,-39.357433,36.899483,10.389429,-88.91847,-9.180393,10.84737,13.851878,-31.422161,-1.6526568,28.294966,0.53658277,8.726456,1.0152162,6.5257854,3674.636558662211,1422.472348996459,1804.442068702845,5681.082313939145,-22.016872,-20.977036,-23.556952,-28.268597,-20.992533,144.87648207541977,85.93920241206571,252.05479452054794,1.0,0.09178413,0.11295991,0.30679481907894735,-7.179166e-07,0.14743188,0.94191307,0.8599546485260771,5,1,0.2,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\26.wav,اثنين,أسيل,أسيل_اثنين,-337.23196,172.07597,-116.894485,-539.0724,43.530224,38.84597,106.59967,-0.37330294,-35.91695,38.254333,16.967682,-92.41539,38.83437,35.381878,97.83894,-0.17854169,-36.692753,35.44981,5.6281586,-89.27021,-18.282207,18.124569,7.8977957,-48.846985,-34.745358,32.714565,5.671721,-80.124626,-7.47258,8.021572,0.45799324,-26.582512,-5.403564,18.989134,-1.8181568,6.536348,0.8900561,4.9750867,3498.513785909519,1666.8981690899811,1876.9289722146495,5622.857666015625,-17.94524,-15.663211,-22.685183,-31.047209,-27.964663,180.29747270567591,91.51998388655797,250.42535547745044,1.0,0.093082316,0.1103482,0.27564586292613635,-4.7580793e-06,0.14582507,1.0,1.0015873015873016,5,1,0.2,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\27.wav,اثنين,أسيل,أسيل_اثنين,-345.4636,173.36543,-109.58493,-541.84283,38.652782,39.34242,105.77452,-0.542395,-39.41011,41.383244,11.261418,-100.14364,33.013992,28.651394,76.32394,-0.2438462,-34.544445,36.71326,16.825733,-88.525246,-13.855684,16.455359,11.4235,-42.959534,-35.274487,33.5503,3.426857,-81.98994,-8.048489,8.895183,3.8168225,-25.735596,-7.5172796,21.793442,-2.6523871,8.132964,0.76288706,6.322833,3677.842147308979,1639.9150003764762,1896.677134443482,5799.01123046875,-22.081776,-18.086073,-23.578966,-31.260603,-26.911905,165.81866285410945,80.67110059713858,247.74587669178376,1.0,0.08498475,0.10919849,0.2934705946180556,9.546693e-06,0.1388259,1.0,0.830702947845805,5,1,0.2,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\28.wav,اثنين,أسيل,أسيل_اثنين,-227.80693,129.2246,-90.30174,-495.10114,45.03577,45.733658,102.346176,-53.120384,-54.75173,49.628204,68.33853,-105.03334,57.418987,21.651566,91.29213,16.11779,-58.381294,27.843697,-5.6289186,-89.84893,-3.0199654,29.0528,54.237587,-39.3302,-68.32688,19.456268,-25.533943,-87.8134,-11.166372,14.384312,26.753471,-35.000587,-3.2117608,35.007133,2.0714629,9.223001,5.0388827,11.038126,3034.766099992742,1142.8911173386527,1958.03246464687,5340.234375,-0.33957356,2.2202332,-7.343609,-18.693968,-10.667091,184.3235316351333,81.13927458449625,233.08349238885557,1.0,0.14943184,0.120988,0.1806640625,-6.0915205e-08,0.19412768,0.9406109,0.5239002267573696,5,1,0.2,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\3.wav,اثنين,أحمد,أحمد_اثنين,-290.5893,123.36376,-160.07803,-569.285,43.547726,25.312752,87.16295,-7.654033,-53.68637,31.984785,0.87235373,-106.75151,77.93586,32.851418,112.178085,-0.36857224,-38.56357,27.550583,-0.19447672,-84.15477,-3.739799,9.617134,16.5713,-20.497068,-13.133744,10.031293,4.019351,-34.26345,-31.754744,15.417449,1.2449632,-56.516106,-6.135861,28.706072,-2.6394494,3.4179575,-0.25985515,7.2199883,2807.3564990406658,976.906567575589,1706.8801911210717,4570.42236328125,0.18154499,-8.175993,-17.44624,-18.344637,-16.713997,206.1106605332875,93.02039173787021,248.89458159390938,1.0,0.13943306,0.10759047,0.19761439732142858,-4.469184e-06,0.17770493,1.0,0.63859410430839,5,1,0.2,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\4.wav,اثنين,أحمد,أحمد_اثنين,-224.39958,99.268936,-104.46543,-476.19916,69.204216,26.819992,105.39003,-12.485661,-45.431644,35.49894,23.369648,-96.24098,67.81813,23.877783,102.04774,8.347327,-27.633965,21.656473,7.4381704,-60.040546,-6.763475,10.139533,10.2031555,-20.138186,-13.527543,7.515066,1.7835693,-28.382414,-39.55427,15.574607,4.7285633,-59.395866,0.9554102,27.194637,0.6026186,5.770174,0.09809536,10.129381,2171.31446136121,787.6023877300414,1753.6872538370976,4234.551205842391,11.144629,1.3585887,-11.779294,-11.84961,-11.069908,252.64569636766825,68.27375050021035,225.7208822966668,1.0,0.21402909,0.15124072,0.11336616847826086,-7.71328e-06,0.26705202,1.0,0.5143310657596372,5,1,0.2,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\5.wav,اثنين,أحمد,أحمد_اثنين,-229.72316,101.85891,-132.4852,-501.83167,49.216927,23.191208,83.933685,-8.61573,-48.521004,27.53727,16.826302,-81.35985,81.05894,28.400354,109.83504,7.1598597,-35.685673,24.74164,5.2608986,-74.21123,-1.1995641,16.437737,27.523413,-23.408237,-21.094189,11.476204,0.19313781,-43.315346,-36.06411,16.09654,0.6587144,-63.511772,-0.7743731,25.107195,-1.0233653,5.4493465,-1.0656297,6.269211,2607.663470106342,622.3178583249953,1857.8233436950977,4729.329427083333,8.601459,0.046844624,-13.21498,-12.635878,-11.340779,224.25656396441602,69.54470353720811,221.9636194413223,1.0,0.20008224,0.1324527,0.13442201967592593,-3.5972207e-05,0.24444886,1.0,0.6040816326530613,5,1,0.2,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\6.wav,اثنين,أحمد,أحمد_اثنين,-268.9182,107.92511,-131.78146,-533.1373,67.814445,26.074232,99.821495,-4.194293,-54.407524,29.205805,0.6056243,-100.58887,78.17344,34.23033,117.85509,3.4452434,-32.628986,25.001482,3.2599545,-80.850235,-4.652073,11.205667,19.940548,-24.594967,-18.045086,9.766786,-0.6338048,-36.78372,-32.797928,13.682253,-1.4795411,-54.567272,-3.2746198,26.43411,-1.1965812,6.0707703,-0.6291182,6.989282,2295.1492733742994,632.3659876006626,1743.6441309656207,4291.5673828125,5.3449,-2.1678967,-15.552013,-16.403057,-14.788927,253.9075344627481,59.53666558072475,237.85815233303896,1.0,0.1304028,0.091574445,0.11171875,9.670704e-06,0.16136192,1.0,0.5660770975056689,5,1,0.2,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\7.wav,اثنين,عاصم,عاصم_اثنين,-323.18192,152.76892,-92.02444,-513.57385,22.809332,43.252556,80.17111,-65.35895,-25.869476,34.238964,27.79876,-83.456245,24.481485,22.518192,57.314476,-6.3516245,-40.168293,33.961697,0.10700111,-97.70007,-4.969591,28.987131,58.41571,-39.218925,-43.752003,30.406567,-0.42520452,-87.64961,0.016023625,9.004998,21.800179,-22.444492,-1.949452,27.982294,2.737886,9.916164,0.20207147,6.225767,3842.104079569632,1750.474848398891,1959.311148026621,6075.9521484375,-19.023315,-16.109196,-21.799763,-26.97639,-28.266108,204.1204962589458,91.52472712268997,251.25377674887685,1.0,0.11696952,0.13359006,0.3056936553030303,9.411105e-06,0.18031201,1.0,0.7430839002267574,5,1,0.2,2
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\8.wav,اثنين,عاصم,عاصم_اثنين,-357.1152,154.72644,-106.30816,-561.7548,58.64198,41.66764,110.42001,-12.4862385,-37.90539,57.258038,30.639275,-152.76364,13.827899,12.619946,43.064926,-5.857651,-41.352226,36.43228,6.0952253,-100.14084,-16.040716,22.447563,24.77671,-50.71614,-28.707489,22.026133,2.2546945,-68.292435,-12.784271,11.02749,1.2560866,-34.671127,-6.616861,28.670223,-2.6100588,8.602462,2.0623353,12.219321,2866.394581861353,1633.7141340184382,1815.5925113224223,4834.693492542614,-17.442472,-16.154057,-20.648624,-28.00492,-29.92105,225.26352767362442,93.43628862381708,252.05479452054794,1.0,0.06361424,0.09480076,0.22716175426136365,-1.3867534e-06,0.11425517,0.95641977,1.0200907029478459,5,1,0.2,2
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\9.wav,اثنين,عاصم,عاصم_اثنين,-344.04742,145.39307,-115.69389,-537.0188,23.7543,38.45006,98.362885,-50.972607,-52.254726,51.821175,6.762367,-152.81871,21.541142,19.586508,58.367043,-11.274483,-34.184547,30.588234,6.9753532,-89.31752,-7.506702,26.432936,43.596756,-50.108414,-37.287632,28.090483,0.0,-89.378,-8.103605,17.039412,17.42195,-53.005707,-5.89762,29.326698,-2.2154565,9.179342,1.7105974,9.932273,3487.354391229688,1375.9311690865247,1870.3129511885888,5543.486804496952,-21.17103,-19.616411,-25.13914,-27.103834,-25.718426,173.2468035251355,94.57646503992565,252.05479452054794,1.0,0.072780244,0.10986868,0.3021508193597561,-1.0089005e-06,0.13306512,0.82496154,0.9338321995464852,5,1,0.2,2
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\0.wav,اثنين,أحمد,أحمد_اثنين,-242.78287,122.625595,-95.07576,-492.914,68.08683,31.41494,115.34953,-3.8858929,-26.19608,32.428734,41.26802,-78.57498,74.80744,33.390114,112.8006,-1.2703047,-22.68725,23.691565,18.293068,-65.81015,-0.67380106,9.370905,20.533943,-14.447659,-7.9606643,8.802859,5.7184253,-25.789001,-27.853872,15.8511095,3.607977,-51.75841,0.5013196,30.060703,-0.0073086875,6.948732,-0.20117031,7.40998,2192.9349624314946,1163.1130273313486,1796.0506172680941,4223.968505859375,10.329965,-0.116149224,-16.266819,-15.194802,-14.649394,273.83344649777194,19.86429631384432,91.71248170997694,1.0,0.25147492,0.15054587,0.13070242745535715,-1.4868773e-06,0.29653665,1.0,0.6351473922902494,5,1,0.2,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\1.wav,اثنين,أحمد,أحمد_اثنين,-301.25247,134.46141,-162.34639,-571.1372,42.95695,33.58091,116.159,-24.193707,-38.753036,36.116955,26.512123,-89.3864,71.90935,34.051968,112.28441,-0.3504807,-45.819595,24.837362,16.018509,-76.14037,2.0447083,16.323116,34.41426,-22.556255,-10.112253,12.200709,7.998801,-39.333096,-28.09907,16.805828,1.0138139,-49.538303,-2.9555779,30.418463,-2.64329,5.937491,0.7554063,6.45142,3108.483248754974,996.8830311615188,1787.1190376049797,4918.318176269531,-0.069735885,-9.93651,-19.162197,-20.891079,-20.182152,211.99007314579202,86.83462376079933,251.82565109694679,1.0,0.1417243,0.119048074,0.2069854736328125,-3.517278e-06,0.18679054,1.0,0.7295691609977324,5,1,0.2,1
