filename,word,speaker,quality,file_path,duration
32.wav,سمك,وسام,متوسط,data\clean\سمك\32.wav,0.866375
35.wav,سمك,وسام,متوسط,data\clean\سمك\35.wav,0.535
30.wav,صاروخ,وسام,متوسط,data\clean\صاروخ\30.wav,1.189
34.wav,صاروخ,وسام,متوسط,data\clean\صاروخ\34.wav,1.28725
31.wav,صاروخ,وسام,متوسط,data\clean\صاروخ\31.wav,1.0325625
33.wav,صاروخ,وسام,متوسط,data\clean\صاروخ\33.wav,1.3494375
32.wav,صاروخ,وسام,متوسط,data\clean\صاروخ\32.wav,1.0726875
35.wav,صاروخ,وسام,متوسط,data\clean\صاروخ\35.wav,1.333375
34.wav,صمغ,وسام,متوسط,data\clean\صمغ\34.wav,0.651625
29.wav,صمغ,وسام,متوسط,data\clean\صمغ\29.wav,0.5833125
36.wav,صمغ,وسام,متوسط,data\clean\صمغ\36.wav,0.4759375
31.wav,صمغ,وسام,متوسط,data\clean\صمغ\31.wav,0.9665
33.wav,صمغ,وسام,متوسط,data\clean\صمغ\33.wav,0.69075
32.wav,صمغ,وسام,متوسط,data\clean\صمغ\32.wav,0.72
35.wav,صمغ,وسام,متوسط,data\clean\صمغ\35.wav,0.4710625
30.wav,طريق,وسام,متوسط,data\clean\طريق\30.wav,1.55325
34.wav,طريق,وسام,متوسط,data\clean\طريق\34.wav,0.4763125
31.wav,طريق,وسام,متوسط,data\clean\طريق\31.wav,1.51525
33.wav,طريق,وسام,متوسط,data\clean\طريق\33.wav,0.383125
32.wav,طريق,وسام,متوسط,data\clean\طريق\32.wav,1.1459375
30.wav,عين,وسام,متوسط,data\clean\عين\30.wav,0.91125
34.wav,عين,وسام,متوسط,data\clean\عين\34.wav,1.028625
31.wav,عين,وسام,متوسط,data\clean\عين\31.wav,0.9768125
33.wav,عين,وسام,متوسط,data\clean\عين\33.wav,0.8215
32.wav,عين,وسام,متوسط,data\clean\عين\32.wav,0.73175
35.wav,عين,وسام,متوسط,data\clean\عين\35.wav,0.9146875
30.wav,فراش,وسام,متوسط,data\clean\فراش\30.wav,1.1029375
34.wav,فراش,وسام,متوسط,data\clean\فراش\34.wav,1.309
31.wav,فراش,وسام,متوسط,data\clean\فراش\31.wav,1.097125
33.wav,فراش,وسام,متوسط,data\clean\فراش\33.wav,1.34675
32.wav,فراش,وسام,متوسط,data\clean\فراش\32.wav,0.8765625
30.wav,فيل,وسام,متوسط,data\clean\فيل\30.wav,1.3205
34.wav,فيل,وسام,متوسط,data\clean\فيل\34.wav,1.15875
31.wav,فيل,وسام,متوسط,data\clean\فيل\31.wav,1.000875
33.wav,فيل,وسام,متوسط,data\clean\فيل\33.wav,1.07125
32.wav,فيل,وسام,متوسط,data\clean\فيل\32.wav,1.06175
30.wav,قط,وسام,متوسط,data\clean\قط\30.wav,0.7029375
34.wav,قط,وسام,متوسط,data\clean\قط\34.wav,0.8103125
31.wav,قط,وسام,متوسط,data\clean\قط\31.wav,0.7615
33.wav,قط,وسام,متوسط,data\clean\قط\33.wav,0.7005
32.wav,قط,وسام,متوسط,data\clean\قط\32.wav,0.7175625
32.wav,قلم,وسام,متوسط,data\clean\قلم\32.wav,0.811125
030.wav,قلم,وسام,متوسط,data\clean\قلم\030.wav,0.7904375
34.wav,قلم,وسام,متوسط,data\clean\قلم\34.wav,1.177
29.wav,قلم,وسام,متوسط,data\clean\قلم\29.wav,0.59025
36.wav,قلم,وسام,متوسط,data\clean\قلم\36.wav,1.2391875
31.wav,قلم,وسام,متوسط,data\clean\قلم\31.wav,0.7283125
30.wav,قلم,وسام,متوسط,data\clean\قلم\30.wav,0.76975
33.wav,قلم,وسام,متوسط,data\clean\قلم\33.wav,0.956125
33.wav,قميص,وسام,متوسط,data\clean\قميص\33.wav,1.3771875
31.wav,قميص,وسام,متوسط,data\clean\قميص\31.wav,1.149375
29.wav,قميص,وسام,متوسط,data\clean\قميص\29.wav,1.1000625
32.wav,قميص,وسام,متوسط,data\clean\قميص\32.wav,1.1459375
33.wav,كاس,وسام,متوسط,data\clean\كاس\33.wav,1.1185625
31.wav,كاس,وسام,متوسط,data\clean\كاس\31.wav,0.995375
29.wav,كاس,وسام,متوسط,data\clean\كاس\29.wav,0.504875
32.wav,كاس,وسام,متوسط,data\clean\كاس\32.wav,0.738875
30.wav,كبير,وسام,متوسط,data\clean\كبير\30.wav,1.14425
34.wav,كبير,وسام,متوسط,data\clean\كبير\34.wav,1.606
31.wav,كبير,وسام,متوسط,data\clean\كبير\31.wav,1.6636875
33.wav,كبير,وسام,متوسط,data\clean\كبير\33.wav,1.43025
32.wav,كبير,وسام,متوسط,data\clean\كبير\32.wav,1.812125
30.wav,موز,وسام,متوسط,data\clean\موز\30.wav,0.954375
34.wav,موز,وسام,متوسط,data\clean\موز\34.wav,0.7901875
31.wav,موز,وسام,متوسط,data\clean\موز\31.wav,0.907125
33.wav,موز,وسام,متوسط,data\clean\موز\33.wav,0.818875
32.wav,موز,وسام,متوسط,data\clean\موز\32.wav,1.0856875
35.wav,مياة,وسام,متوسط,data\clean\مياة\35.wav,1.045875
36.wav,مياة,وسام,متوسط,data\clean\مياة\36.wav,1.07
032.wav,مياة,وسام,متوسط,data\clean\مياة\032.wav,0.828375
031.wav,مياة,وسام,متوسط,data\clean\مياة\031.wav,1.118375
34.wav,مياة,وسام,متوسط,data\clean\مياة\34.wav,0.9595625
30.wav,مياة,وسام,متوسط,data\clean\مياة\30.wav,0.856
33.wav,مياة,وسام,متوسط,data\clean\مياة\33.wav,0.8733125
29.wav,مياة,وسام,متوسط,data\clean\مياة\29.wav,0.9975
32.wav,مياة,وسام,متوسط,data\clean\مياة\32.wav,0.7731875
33.wav,نور,وسام,متوسط,data\clean\نور\33.wav,1.2291875
31.wav,نور,وسام,متوسط,data\clean\نور\31.wav,1.35475
29.wav,نور,وسام,متوسط,data\clean\نور\29.wav,1.172125
32.wav,نور,وسام,متوسط,data\clean\نور\32.wav,1.2805625
35.wav,هلال,وسام,متوسط,data\clean\هلال\35.wav,0.98375
36.wav,هلال,وسام,متوسط,data\clean\هلال\36.wav,1.1218125
032.wav,هلال,وسام,متوسط,data\clean\هلال\032.wav,1.401375
031.wav,هلال,وسام,متوسط,data\clean\هلال\031.wav,1.3081875
34.wav,هلال,وسام,متوسط,data\clean\هلال\34.wav,0.973375
30.wav,هلال,وسام,متوسط,data\clean\هلال\30.wav,1.2288125
33.wav,هلال,وسام,متوسط,data\clean\هلال\33.wav,1.170125
29.wav,هلال,وسام,متوسط,data\clean\هلال\29.wav,1.108
32.wav,هلال,وسام,متوسط,data\clean\هلال\32.wav,1.132125
30.wav,ولد,وسام,متوسط,data\clean\ولد\30.wav,1.09075
31.wav,ولد,وسام,متوسط,data\clean\ولد\31.wav,0.3849375
