file_path,original_path,word,speaker,duration,rms_energy,snr,quality_score
processed_audio\اخضر\Haifa_14_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\14.wav,اخضر,Haifa,3.0,0.020090433603878424,-inf,0.30000000000000004
processed_audio\اخضر\Aseel_21_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\21.wav,اخضر,Aseel,3.0,0.041608113795518875,-inf,0.30000000000000004
processed_audio\اخضر\Aseel_22_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\22.wav,اخضر,Aseel,3.0,0.037828948348760605,-inf,0.30000000000000004
processed_audio\اخضر\Aseel_23_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\23.wav,اخضر,Aseel,3.0,0.030769184231758118,-inf,0.30000000000000004
processed_audio\اخضر\Aseel_24_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\24.wav,اخضر,Aseel,3.0,0.031000716611742973,-inf,0.30000000000000004
processed_audio\اخضر\Aseel_25_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\25.wav,اخضر,Aseel,3.0,0.03217747062444687,-inf,0.30000000000000004
processed_audio\اخضر\Aseel_26_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\26.wav,اخضر,Aseel,3.0,0.03303471952676773,-inf,0.30000000000000004
processed_audio\اربعة\Ahmed_1_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\1.wav,اربعة,Ahmed,3.0,0.02143155687035249,-inf,0.30000000000000004
processed_audio\اربعة\Asem_10_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\10.wav,اربعة,Asem,3.0,0.054623644798994064,14.644039154052734,0.7999999999999999
processed_audio\اربعة\Asem_11_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\11.wav,اربعة,Asem,3.0,0.039614446461200714,-inf,0.30000000000000004
processed_audio\اربعة\Asem_12_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\12.wav,اربعة,Asem,3.0,0.06443588435649872,31.830318450927734,0.8999999999999999
processed_audio\اربعة\Asem_13_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\13.wav,اربعة,Asem,3.0,0.05025940388441086,-inf,0.4
processed_audio\اربعة\Haifa_14_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\14.wav,اربعة,Haifa,3.0,0.023352768272161484,-inf,0.30000000000000004
processed_audio\اربعة\Haifa_15_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\15.wav,اربعة,Haifa,3.0,0.022390924394130707,-inf,0.30000000000000004
processed_audio\اربعة\Haifa_16_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\16.wav,اربعة,Haifa,3.0,0.045530084520578384,-1.3824247121810913,0.4
processed_audio\اربعة\Haifa_17_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\17.wav,اربعة,Haifa,3.0,0.04750014588555384,-3.2126948992831044,0.4
processed_audio\اربعة\Haifa_18_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\18.wav,اربعة,Haifa,3.0,0.05764867782237047,-inf,0.4
processed_audio\اربعة\Haifa_19_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\19.wav,اربعة,Haifa,3.0,0.047373656183481216,-inf,0.30000000000000004
processed_audio\اربعة\Ahmed_2_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\2.wav,اربعة,Ahmed,3.0,0.05841380965953302,-1.110832145910599,0.5
processed_audio\اربعة\Haifa_20_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\20.wav,اربعة,Haifa,3.0,0.07615064829587936,5.832810878753662,0.7
processed_audio\اربعة\Aseel_21_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\21.wav,اربعة,Aseel,3.0,0.06098214536905289,14.318052291870117,0.7999999999999999
processed_audio\اربعة\Aseel_22_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\22.wav,اربعة,Aseel,3.0,0.029951836362205064,-inf,0.30000000000000004
processed_audio\اربعة\Aseel_23_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\23.wav,اربعة,Aseel,3.0,0.030251312675414824,-inf,0.30000000000000004
processed_audio\اربعة\Aseel_24_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\24.wav,اربعة,Aseel,3.0,0.0516231544315815,-1.9583277702331543,0.5
processed_audio\اربعة\Aseel_25_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\25.wav,اربعة,Aseel,3.0,0.05230576545000076,-2.475409984588623,0.5
processed_audio\اربعة\Aseel_26_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\26.wav,اربعة,Aseel,3.0,0.049144253284141806,0.020419596594296464,0.4
processed_audio\اربعة\Ahmed_3_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\3.wav,اربعة,Ahmed,3.0,0.03252226566327521,-0.5300709643299961,0.4
processed_audio\اربعة\Ahmed_4_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\4.wav,اربعة,Ahmed,3.0,0.0321358271104001,9.452604746365123,0.6
processed_audio\اربعة\Ahmed_5_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\5.wav,اربعة,Ahmed,3.0,0.04410133460125351,8.84166471517514,0.6
processed_audio\اربعة\Asem_7_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\7.wav,اربعة,Asem,3.0,0.071376733481884,40.52732849121094,0.8999999999999999
processed_audio\اربعة\Asem_8_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\8.wav,اربعة,Asem,3.0,0.04050393030047417,-inf,0.30000000000000004
processed_audio\اربعة\Asem_9_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\9.wav,اربعة,Asem,3.0,0.0771716982126236,27.527320861816406,0.8999999999999999
processed_audio\ازرق\Aseel_21_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\21.wav,ازرق,Aseel,3.0,0.04643735977449289,-inf,0.30000000000000004
processed_audio\ازرق\Aseel_22_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\22.wav,ازرق,Aseel,3.0,0.04696955904364586,-inf,0.30000000000000004
processed_audio\ازرق\Aseel_23_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\23.wav,ازرق,Aseel,3.0,0.06391686946153641,-inf,0.4
processed_audio\ازرق\Aseel_24_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\24.wav,ازرق,Aseel,3.0,0.045782946050167084,139.24705505371094,0.7999999999999999
processed_audio\ازرق\Aseel_25_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\25.wav,ازرق,Aseel,3.0,0.04308110716947148,-inf,0.30000000000000004
processed_audio\ازرق\Aseel_26_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\26.wav,ازرق,Aseel,3.0,0.055967576801776886,-inf,0.4
processed_audio\استاذة\Haifa_14_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\14.wav,استاذة,Haifa,3.0,0.019939246242834874,-inf,0.30000000000000004
processed_audio\استاذة\Haifa_15_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\15.wav,استاذة,Haifa,3.0,0.021262792954810823,-inf,0.30000000000000004
processed_audio\استاذة\Haifa_16_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\16.wav,استاذة,Haifa,3.0,0.02123743794488175,-inf,0.30000000000000004
processed_audio\استاذة\Aseel_21_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\21.wav,استاذة,Aseel,3.0,0.03698981553316116,-inf,0.30000000000000004
processed_audio\استاذة\Aseel_22_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\22.wav,استاذة,Aseel,3.0,0.04344948008656502,12.183460235595703,0.7
processed_audio\استاذة\Aseel_23_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\23.wav,استاذة,Aseel,3.0,0.02270517498254776,-inf,0.30000000000000004
processed_audio\استاذة\Aseel_24_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\24.wav,استاذة,Aseel,3.0,0.029919544234871864,-inf,0.30000000000000004
processed_audio\استاذة\Aseel_25_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\25.wav,استاذة,Aseel,3.0,0.024926334619522095,-inf,0.30000000000000004
processed_audio\استاذة\Aseel_26_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\26.wav,استاذة,Aseel,3.0,0.03983260691165924,2.2008354663848877,0.4
processed_audio\اسد\Aseel_21_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسد\21.wav,اسد,Aseel,3.0,0.03637725114822388,-inf,0.30000000000000004
processed_audio\اسد\Aseel_22_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسد\22.wav,اسد,Aseel,3.0,0.03748088702559471,-inf,0.30000000000000004
processed_audio\اسد\Aseel_23_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسد\23.wav,اسد,Aseel,3.0,0.036792293190956116,-inf,0.30000000000000004
processed_audio\اسد\Aseel_24_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسد\24.wav,اسد,Aseel,3.0,0.02388245239853859,-inf,0.30000000000000004
processed_audio\اسد\Aseel_25_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسد\25.wav,اسد,Aseel,3.0,0.025798140093684196,-inf,0.30000000000000004
processed_audio\اسود\Aseel_21_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\21.wav,اسود,Aseel,3.0,0.05682067200541496,7.553403377532959,0.7
processed_audio\اسود\Aseel_22_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\22.wav,اسود,Aseel,3.0,0.025506967678666115,-inf,0.30000000000000004
processed_audio\اسود\Aseel_23_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\23.wav,اسود,Aseel,3.0,0.027400286868214607,-inf,0.30000000000000004
processed_audio\اسود\Aseel_24_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\24.wav,اسود,Aseel,3.0,0.028954941779375076,-inf,0.30000000000000004
processed_audio\اسود\Aseel_25_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\25.wav,اسود,Aseel,3.0,0.029021374881267548,-inf,0.30000000000000004
processed_audio\اسود\Aseel_26_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\26.wav,اسود,Aseel,3.0,0.027695538476109505,-inf,0.30000000000000004
processed_audio\اشرب\Ahmed_1_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\1.wav,اشرب,Ahmed,3.0,0.052651843775135626,170.28062618764403,0.7999999999999999
processed_audio\اشرب\Asem_10_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\10.wav,اشرب,Asem,3.0,0.059716735770100636,0.5926313235530183,0.6
processed_audio\اشرب\Asem_11_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\11.wav,اشرب,Asem,3.0,0.041246525943279266,-inf,0.30000000000000004
processed_audio\اشرب\Asem_12_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\12.wav,اشرب,Asem,3.0,0.039507964352811835,165.55525322926943,0.7
processed_audio\اشرب\Asem_13_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\13.wav,اشرب,Asem,3.0,0.035387538373470306,-inf,0.30000000000000004
processed_audio\اشرب\Haifa_14_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\14.wav,اشرب,Haifa,3.0,0.024403225630521774,-inf,0.30000000000000004
processed_audio\اشرب\Haifa_15_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\15.wav,اشرب,Haifa,3.0,0.025241456925868988,-inf,0.30000000000000004
processed_audio\اشرب\Haifa_16_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\16.wav,اشرب,Haifa,3.0,0.02964182011783123,-inf,0.30000000000000004
processed_audio\اشرب\Haifa_17_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\17.wav,اشرب,Haifa,3.0,0.04386941133641936,3.4529709742679016,0.4
processed_audio\اشرب\Haifa_18_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\18.wav,اشرب,Haifa,3.0,0.029851000756025314,-inf,0.30000000000000004
processed_audio\اشرب\Haifa_19_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\19.wav,اشرب,Haifa,3.0,0.0302337891635556,-inf,0.30000000000000004
processed_audio\اشرب\Ahmed_2_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\2.wav,اشرب,Ahmed,3.0,0.057899221777915955,-inf,0.4
processed_audio\اشرب\Haifa_20_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\20.wav,اشرب,Haifa,3.0,0.046575780413071366,-2.7569493812666765,0.4
processed_audio\اشرب\Aseel_21_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\21.wav,اشرب,Aseel,3.0,0.041189133864871934,-inf,0.30000000000000004
processed_audio\اشرب\Aseel_22_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\22.wav,اشرب,Aseel,3.0,0.03332067454299329,-inf,0.30000000000000004
processed_audio\اشرب\Aseel_23_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\23.wav,اشرب,Aseel,3.0,0.044877972769134425,-2.5084267796590702,0.4
processed_audio\اشرب\Aseel_24_processed.wav,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\24.wav,اشرب,Aseel,3.0,0.027746921748154605,-inf,0.30000000000000004
