file_path,word,speaker,duration,quality_score
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخ\21.wav,اخ,Aseel,0.431,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخ\22.wav,اخ,Aseel,0.79225,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخ\24.wav,اخ,Aseel,0.6075,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخ\3.wav,اخ,Ahmed,0.766375,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخ\4.wav,اخ,Ahmed,0.6199375,0.20000000000000004
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخ\5.wav,اخ,Ahmed,0.48325,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخ\6.wav,اخ,Ahmed,0.478375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\1.wav,اخت,Ahmed,0.93,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\2.wav,اخت,Ahmed,0.9194375,0.20000000000000004
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\21.wav,اخت,Aseel,0.6629375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\22.wav,اخت,Aseel,0.6875625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\23.wav,اخت,Aseel,1.0466875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\24.wav,اخت,Aseel,1.1144375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\3.wav,اخت,Ahmed,0.964625,0.20000000000000004
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\14.wav,اخضر,Haifa,0.770625,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\21.wav,اخضر,Aseel,0.894,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\22.wav,اخضر,Aseel,1.0355,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\23.wav,اخضر,Aseel,0.98375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\24.wav,اخضر,Aseel,0.845625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\25.wav,اخضر,Aseel,1.0561875,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\26.wav,اخضر,Aseel,1.0493125,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\1.wav,اربعة,Ahmed,0.7604375,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\10.wav,اربعة,Asem,0.5855,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\11.wav,اربعة,Asem,1.031625,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\12.wav,اربعة,Asem,0.7060625,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\13.wav,اربعة,Asem,1.297125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\14.wav,اربعة,Haifa,0.9909375,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\15.wav,اربعة,Haifa,0.8151875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\16.wav,اربعة,Haifa,0.5500625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\17.wav,اربعة,Haifa,0.40275,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\18.wav,اربعة,Haifa,1.2179375,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\19.wav,اربعة,Haifa,1.1690625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\2.wav,اربعة,Ahmed,0.4673125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\20.wav,اربعة,Haifa,0.5418125,0.20000000000000004
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\21.wav,اربعة,Aseel,0.7265,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\22.wav,اربعة,Aseel,0.8296875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\23.wav,اربعة,Aseel,0.837875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\24.wav,اربعة,Aseel,0.6500625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\25.wav,اربعة,Aseel,0.6546875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\26.wav,اربعة,Aseel,0.5649375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\3.wav,اربعة,Ahmed,0.39475,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\4.wav,اربعة,Ahmed,0.4905,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\5.wav,اربعة,Ahmed,0.4266875,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\7.wav,اربعة,Asem,0.7198125,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\8.wav,اربعة,Asem,0.8025,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\9.wav,اربعة,Asem,0.5654375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\21.wav,ازرق,Aseel,0.8784375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\22.wav,ازرق,Aseel,0.90775,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\23.wav,ازرق,Aseel,1.1994375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\24.wav,ازرق,Aseel,1.542875,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\25.wav,ازرق,Aseel,0.875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\ازرق\26.wav,ازرق,Aseel,1.10975,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\14.wav,استاذة,Haifa,1.3293125,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\15.wav,استاذة,Haifa,0.80975,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\16.wav,استاذة,Haifa,1.0353125,0.9999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\21.wav,استاذة,Aseel,0.8076875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\22.wav,استاذة,Aseel,0.742125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\23.wav,استاذة,Aseel,0.8008125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\24.wav,استاذة,Aseel,0.9871875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\25.wav,استاذة,Aseel,0.831875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\استاذة\26.wav,استاذة,Aseel,0.724875,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسد\21.wav,اسد,Aseel,0.8008125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسد\22.wav,اسد,Aseel,0.8318125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسد\23.wav,اسد,Aseel,0.8595,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسد\24.wav,اسد,Aseel,0.776625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسد\25.wav,اسد,Aseel,0.797375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\21.wav,اسود,Aseel,0.707625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\22.wav,اسود,Aseel,0.894,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\23.wav,اسود,Aseel,1.042375,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\24.wav,اسود,Aseel,1.028625,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\25.wav,اسود,Aseel,1.2115625,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اسود\26.wav,اسود,Aseel,1.001,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\1.wav,اشرب,Ahmed,1.8776875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\10.wav,اشرب,Asem,0.2728125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\11.wav,اشرب,Asem,1.0216875,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\12.wav,اشرب,Asem,1.524625,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\13.wav,اشرب,Asem,1.0303125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\14.wav,اشرب,Haifa,0.79325,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\15.wav,اشرب,Haifa,0.897625,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\16.wav,اشرب,Haifa,0.9215,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\17.wav,اشرب,Haifa,0.49875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\18.wav,اشرب,Haifa,1.2495,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\19.wav,اشرب,Haifa,0.91125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\2.wav,اشرب,Ahmed,1.284,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\20.wav,اشرب,Haifa,0.545375,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\21.wav,اشرب,Aseel,1.2068125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\22.wav,اشرب,Aseel,0.925125,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\23.wav,اشرب,Aseel,0.7044375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\24.wav,اشرب,Aseel,0.9015,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\25.wav,اشرب,Aseel,0.7901875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\26.wav,اشرب,Aseel,0.446875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\3.wav,اشرب,Ahmed,2.2505,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\4.wav,اشرب,Ahmed,0.8145625,0.20000000000000004
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\7.wav,اشرب,Asem,0.5654375,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\8.wav,اشرب,Asem,0.713625,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اشرب\9.wav,اشرب,Asem,0.6929375,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\1.wav,اصفر,Ahmed,0.8291875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\2.wav,اصفر,Ahmed,1.0754375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\21.wav,اصفر,Aseel,0.37275,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\22.wav,اصفر,Aseel,0.5746875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\23.wav,اصفر,Aseel,0.98375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\24.wav,اصفر,Aseel,0.938875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\25.wav,اصفر,Aseel,0.8266875,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\3.wav,اصفر,Ahmed,1.0303125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\4.wav,اصفر,Ahmed,0.6485625,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\5.wav,اصفر,Ahmed,1.00975,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اصفر\6.wav,اصفر,Ahmed,0.964625,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\1.wav,اكل,Ahmed,1.15975,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\10.wav,اكل,Asem,0.879875,0.20000000000000004
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\11.wav,اكل,Asem,1.019,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\14.wav,اكل,Haifa,0.8456875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\15.wav,اكل,Haifa,0.7386875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\16.wav,اكل,Haifa,0.6903125,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\17.wav,اكل,Haifa,0.738625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\18.wav,اكل,Haifa,0.787,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\19.wav,اكل,Haifa,0.6281875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\2.wav,اكل,Ahmed,0.9250625,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\21.wav,اكل,Aseel,0.993875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\22.wav,اكل,Aseel,1.1056875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\23.wav,اكل,Aseel,0.975375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\24.wav,اكل,Aseel,1.1000625,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\25.wav,اكل,Aseel,0.9430625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\3.wav,اكل,Ahmed,0.6765,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\4.wav,اكل,Ahmed,0.6765,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\5.wav,اكل,Ahmed,0.759375,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\6.wav,اكل,Ahmed,0.84225,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\7.wav,اكل,Asem,0.853,0.20000000000000004
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\8.wav,اكل,Asem,0.58575,0.20000000000000004
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اكل\9.wav,اكل,Asem,0.580875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\1.wav,السلام عليكم,Ahmed,0.6471875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\10.wav,السلام عليكم,Asem,1.115375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\14.wav,السلام عليكم,Haifa,0.97625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\15.wav,السلام عليكم,Haifa,1.1031875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\2.wav,السلام عليكم,Ahmed,1.1061875,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\21.wav,السلام عليكم,Aseel,1.7465625,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\22.wav,السلام عليكم,Aseel,3.071875,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\3.wav,السلام عليكم,Ahmed,1.4145,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\4.wav,السلام عليكم,Ahmed,1.008375,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\5.wav,السلام عليكم,Ahmed,1.4371875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\6.wav,السلام عليكم,Ahmed,1.0518125,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\7.wav,السلام عليكم,Asem,1.5986875,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\8.wav,السلام عليكم,Asem,1.9586875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\السلام عليكم\9.wav,السلام عليكم,Asem,1.1215,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\0.wav,باب,Ahmed,0.9838125,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\1.wav,باب,Ahmed,0.862625,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\10.wav,باب,Asem,0.7314285714285714,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\11.wav,باب,Asem,1.0681179138321995,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\12.wav,باب,Asem,0.6849886621315193,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\14.wav,باب,Haifa,0.7141875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\15.wav,باب,Haifa,0.5418125,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\16.wav,باب,Haifa,0.336625,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\17.wav,باب,Haifa,0.4925625,0.7999999999999999
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\18.wav,باب,Haifa,0.348625,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\19.wav,باب,Haifa,0.5485625,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\2.wav,باب,Ahmed,1.02975,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\20.wav,باب,Haifa,0.38075,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\21.wav,باب,Aseel,0.7314375,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\22.wav,باب,Aseel,0.777875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\23.wav,باب,Aseel,0.986875,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\24.wav,باب,Aseel,0.777875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\3.wav,باب,Ahmed,0.8659375,0.4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\4.wav,باب,Ahmed,0.665875,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\5.wav,باب,Ahmed,0.603,0.6
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\باب\6.wav,باب,Ahmed,0.4468125,0.6
